slot; time; display; program.state; capacity; hours; minutes; charger.voltage; charger.amperage; battery.fill; battery.voltage; charged.capacity; discharged.capacity; battery.resistor; charger.volume.pre3; charger.volume.pre2; charger.volume.pre1; charger.volume.pre0
2;1420811925;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811925;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1470;0;1450;152759;50494;1470;1439;1442;1444;1447
4;1420811925;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811925;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;154392;51275;1485;1438;1441;1443;1446
2;1420811926;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811926;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811926;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811926;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;154392;51275;1485;1438;1441;1443;1446
2;1420811927;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811927;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811927;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811927;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;154392;51275;1485;1438;1441;1443;1446
2;1420811928;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811928;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811928;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811928;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;154392;51275;1485;1438;1441;1443;1446
2;1420811929;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811929;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811929;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811929;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;154392;51275;1485;1438;1441;1443;1446
2;1420811930;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811930;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811930;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811930;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;154392;51275;1485;1438;1441;1443;1446
2;1420811931;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811931;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811931;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811931;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;156843;51275;1485;1438;1441;1443;1446
2;1420811932;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811932;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811932;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811932;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;156843;51275;1485;1438;1441;1443;1446
2;1420811933;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811933;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811933;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811933;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1485;0;1449;156843;51275;1485;1438;1441;1443;1446
2;1420811934;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811934;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811934;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811934;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1484;0;1449;156843;51275;1484;1438;1441;1443;1446
2;1420811935;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811935;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811935;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811935;'CHK';'Charge';'1500-2200 mAh';1;51;1449;1484;0;1449;156843;51275;1484;1438;1441;1443;1446
2;1420811936;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1503;0;1477;167019;50102;1503;1458;1462;1466;1472
3;1420811936;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1471;0;1450;152759;50494;1471;1439;1442;1444;1447
4;1420811936;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1510;0;1467;162435;50780;1510;1451;1454;1458;1463
1;1420811936;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1453;1441;1443;1446;1449
2;1420811937;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1503;0;1477;167019;50102;1374;1458;1462;1466;1472
3;1420811937;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1471;0;1450;152759;50494;1456;1439;1442;1444;1447
4;1420811937;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1510;0;1467;162435;50780;1497;1451;1454;1458;1463
1;1420811937;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1452;1441;1443;1446;1449
2;1420811938;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811938;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811938;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811938;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1483;0;1453;156843;51275;1483;1441;1443;1446;1449
2;1420811939;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811939;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811939;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811939;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811940;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811940;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;152759;50494;1469;1439;1442;1444;1447
4;1420811940;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811940;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1483;0;1453;156843;51275;1483;1441;1443;1446;1449
2;1420811941;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811941;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;155183;50494;1469;1439;1442;1444;1447
4;1420811941;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811941;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811942;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811942;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;155183;50494;1469;1439;1442;1444;1447
4;1420811942;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811942;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811943;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811943;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;155183;50494;1469;1439;1442;1444;1447
4;1420811943;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811943;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811944;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811944;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1468;0;1450;155183;50494;1468;1439;1442;1444;1447
4;1420811944;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811944;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811945;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811945;'CHK';'Charge';'1500-2200 mAh';1;50;1450;1469;0;1450;155183;50494;1469;1439;1442;1444;1447
4;1420811945;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1524;0;1467;162435;50780;1524;1451;1454;1458;1463
1;1420811945;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1485;0;1453;156843;51275;1485;1441;1443;1446;1449
2;1420811946;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811946;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1469;0;1454;155183;50494;1454;1442;1444;1447;1450
4;1420811946;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1524;0;1467;162435;50780;1414;1451;1454;1458;1463
1;1420811946;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1485;0;1453;156843;51275;1450;1441;1443;1446;1449
2;1420811947;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1466;1458;1462;1466;1472
3;1420811947;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1469;0;1454;155183;50494;1453;1442;1444;1447;1450
4;1420811947;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1511;0;1467;162435;50780;1511;1451;1454;1458;1463
1;1420811947;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811948;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1486;0;1477;167019;50102;1486;1458;1462;1466;1472
3;1420811948;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1468;1442;1444;1447;1450
4;1420811948;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811948;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811949;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811949;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1468;1442;1444;1447;1450
4;1420811949;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811949;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1485;0;1453;156843;51275;1485;1441;1443;1446;1449
2;1420811950;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811950;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1468;1442;1444;1447;1450
4;1420811950;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811950;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811951;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811951;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1469;0;1454;155183;50494;1469;1442;1444;1447;1450
4;1420811951;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811951;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1485;0;1453;156843;51275;1485;1441;1443;1446;1449
2;1420811952;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811952;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1469;0;1454;155183;50494;1469;1442;1444;1447;1450
4;1420811952;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1512;0;1467;162435;50780;1512;1451;1454;1458;1463
1;1420811952;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811953;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1487;0;1477;167019;50102;1487;1458;1462;1466;1472
3;1420811953;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1469;0;1454;155183;50494;1469;1442;1444;1447;1450
4;1420811953;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811953;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811954;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811954;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1469;0;1454;155183;50494;1469;1442;1444;1447;1450
4;1420811954;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1513;0;1467;162435;50780;1513;1451;1454;1458;1463
1;1420811954;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1485;0;1453;156843;51275;1485;1441;1443;1446;1449
2;1420811955;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811955;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811955;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1514;0;1467;164934;50780;1514;1451;1454;1458;1463
1;1420811955;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811956;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1488;0;1477;167019;50102;1488;1458;1462;1466;1472
3;1420811956;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811956;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1514;0;1467;164934;50780;1514;1451;1454;1458;1463
1;1420811956;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1485;0;1453;156843;51275;1485;1441;1443;1446;1449
2;1420811957;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1489;0;1477;167019;50102;1489;1458;1462;1466;1472
3;1420811957;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811957;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1514;0;1467;164934;50780;1514;1451;1454;1458;1463
1;1420811957;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811958;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1489;0;1477;167019;50102;1489;1458;1462;1466;1472
3;1420811958;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811958;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1514;0;1467;164934;50780;1514;1451;1454;1458;1463
1;1420811958;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811959;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1489;0;1477;167019;50102;1489;1458;1462;1466;1472
3;1420811959;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811959;'CHK';'Charge';'1500-2200 mAh';1;50;1467;1515;0;1467;164934;50780;1515;1451;1454;1458;1463
1;1420811959;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1489;0;1453;156843;51275;1489;1441;1443;1446;1449
2;1420811960;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;167019;50102;1490;1458;1462;1466;1472
3;1420811960;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811960;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1515;0;1472;164934;50780;1472;1454;1458;1463;1467
1;1420811960;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1489;0;1453;156843;51275;1422;1441;1443;1446;1449
2;1420811961;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;167019;50102;1453;1458;1462;1466;1472
3;1420811961;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1465;1442;1444;1447;1450
4;1420811961;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1515;0;1472;164934;50780;1480;1454;1458;1463;1467
1;1420811961;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811962;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;167019;50102;1490;1458;1462;1466;1472
3;1420811962;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1471;0;1454;155183;50494;1471;1442;1444;1447;1450
4;1420811962;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1514;0;1472;164934;50780;1514;1454;1458;1463;1467
1;1420811962;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811963;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;167019;50102;1490;1458;1462;1466;1472
3;1420811963;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1471;0;1454;155183;50494;1471;1442;1444;1447;1450
4;1420811963;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1515;0;1472;164934;50780;1515;1454;1458;1463;1467
1;1420811963;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1487;0;1453;156843;51275;1487;1441;1443;1446;1449
2;1420811964;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;167019;50102;1490;1458;1462;1466;1472
3;1420811964;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1471;0;1454;155183;50494;1471;1442;1444;1447;1450
4;1420811964;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1515;0;1472;164934;50780;1515;1454;1458;1463;1467
1;1420811964;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811965;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;167019;50102;1490;1458;1462;1466;1472
3;1420811965;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1471;0;1454;155183;50494;1471;1442;1444;1447;1450
4;1420811965;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1516;0;1472;164934;50780;1516;1454;1458;1463;1467
1;1420811965;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1487;0;1453;156843;51275;1487;1441;1443;1446;1449
2;1420811966;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;167019;50102;1490;1458;1462;1466;1472
3;1420811966;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1471;0;1454;155183;50494;1471;1442;1444;1447;1450
4;1420811966;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1515;0;1472;164934;50780;1515;1454;1458;1463;1467
1;1420811966;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811967;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;169478;50102;1490;1458;1462;1466;1472
3;1420811967;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1471;0;1454;155183;50494;1471;1442;1444;1447;1450
4;1420811967;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1516;0;1472;164934;50780;1516;1454;1458;1463;1467
1;1420811967;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811968;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1490;0;1477;169478;50102;1490;1458;1462;1466;1472
3;1420811968;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811968;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1515;0;1472;164934;50780;1515;1454;1458;1463;1467
1;1420811968;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811969;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1489;0;1477;169478;50102;1489;1458;1462;1466;1472
3;1420811969;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811969;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1515;0;1472;164934;50780;1515;1454;1458;1463;1467
1;1420811969;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1485;0;1453;156843;51275;1485;1441;1443;1446;1449
2;1420811970;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1489;0;1477;169478;50102;1489;1458;1462;1466;1472
3;1420811970;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1470;0;1454;155183;50494;1470;1442;1444;1447;1450
4;1420811970;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1514;0;1472;164934;50780;1514;1454;1458;1463;1467
1;1420811970;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811971;'CHK';'Charge';'1500-2200 mAh';1;51;1477;1489;0;1477;169478;50102;1489;1458;1462;1466;1472
3;1420811971;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1468;1442;1444;1447;1450
4;1420811971;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1512;0;1472;164934;50780;1512;1454;1458;1463;1467
1;1420811971;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1486;1441;1443;1446;1449
2;1420811972;'CHK';'Charge';'1500-2200 mAh';1;52;1484;1489;0;1484;169478;50102;1484;1462;1466;1472;1477
3;1420811972;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1406;1442;1444;1447;1450
4;1420811972;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1512;0;1472;164934;50780;1485;1454;1458;1463;1467
1;1420811972;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1486;0;1453;156843;51275;1461;1441;1443;1446;1449
2;1420811973;'CHK';'Charge';'1500-2200 mAh';1;52;1484;1489;0;1484;169478;50102;1442;1462;1466;1472;1477
3;1420811973;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1469;0;1454;155183;50494;1469;1442;1444;1447;1450
4;1420811973;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1514;0;1472;164934;50780;1514;1454;1458;1463;1467
1;1420811973;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811974;'CHK';'Charge';'1500-2200 mAh';1;52;1484;1486;0;1484;169478;50102;1486;1462;1466;1472;1477
3;1420811974;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1469;0;1454;155183;50494;1469;1442;1444;1447;1450
4;1420811974;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1513;0;1472;164934;50780;1513;1454;1458;1463;1467
1;1420811974;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811975;'CHK';'Charge';'1500-2200 mAh';1;52;1484;1487;0;1484;169478;50102;1487;1462;1466;1472;1477
3;1420811975;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1468;1442;1444;1447;1450
4;1420811975;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1514;0;1472;164934;50780;1514;1454;1458;1463;1467
1;1420811975;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811976;'CHK';'Charge';'1500-2200 mAh';1;52;1484;1487;0;1484;169478;50102;1487;1462;1466;1472;1477
3;1420811976;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1468;1442;1444;1447;1450
4;1420811976;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1513;0;1472;164934;50780;1513;1454;1458;1463;1467
1;1420811976;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811977;'CHK';'Charge';'1500-2200 mAh';1;52;1484;1488;0;1484;169478;50102;1488;1462;1466;1472;1477
3;1420811977;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1468;1442;1444;1447;1450
4;1420811977;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1513;0;1472;164934;50780;1513;1454;1458;1463;1467
1;1420811977;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1484;0;1453;156843;51275;1484;1441;1443;1446;1449
2;1420811978;'CHK';'Charge';'1500-2200 mAh';1;52;1484;1488;0;1484;169478;50102;1488;1462;1466;1472;1477
3;1420811978;'CHK';'Charge';'1500-2200 mAh';1;51;1454;1468;0;1454;155183;50494;1468;1442;1444;1447;1450
4;1420811978;'CHK';'Charge';'1500-2200 mAh';1;51;1472;1513;0;1472;164934;50780;1513;1454;1458;1463;1467
1;1420811978;'CHK';'Charge';'1500-2200 mAh';1;52;1453;1483;0;1453;156843;51275;1483;1441;1443;1446;1449
2;1420811979;'CHK';'Charge';'1500-2200 mAh';1;52;1484;1487;0;1484;169478;50102;1487;1462;1466;1472;1477
